id,category,qualifiedName,file_path,not_aosp,old_aosp,isIntrusive,intrusiveModify,refactor
689728,Variable,com.android.systemui.qs.tileimpl.QSTileImpl.handleClick.view,packages/SystemUI/src/com/android/systemui/qs/tileimpl/QSTileImpl.java,1,-1,0,{},[]
685988,Method,com.android.systemui.qs.customize.TileQueryHelper.TileQueryHelper,packages/SystemUI/src/com/android/systemui/qs/customize/TileQueryHelper.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'context userTracker mainExecutor bgExecutor featureFlags-context userTracker mainExecutor bgExecutor'}","[{'type': 'Remove Parameter', 'source_name': 'com.android.systemui.qs.customize.TileQueryHelper.TileQueryHelper', 'source_param': 'context userTracker mainExecutor bgExecutor featureFlags'}]"
688804,Method,com.android.systemui.qs.QSTileHost.QSTileHost,packages/SystemUI/src/com/android/systemui/qs/QSTileHost.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBarOptional qsLogger uiEventLogger userTracker secureSettings customTileStatePersister featureFlags-context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBarOptional qsLogger uiEventLogger userTracker secureSettings customTileStatePersister'}","[{'type': 'Remove Parameter', 'source_name': 'com.android.systemui.qs.QSTileHost.QSTileHost', 'source_param': 'context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBarOptional qsLogger uiEventLogger userTracker secureSettings customTileStatePersister featureFlags'}]"
862502,Method,com.android.server.net.NetworkPolicyManagerService.readPolicyXml,services/core/java/com/android/server/net/NetworkPolicyManagerService.java,0,-1,1,{},"[{'type': 'Add Parameter', 'source_name': 'com.android.server.net.NetworkPolicyManagerService.readPolicyXml', 'source_param': 'fis'}, {'type': 'Rename Parameter', 'source_name': 'com.android.server.net.NetworkPolicyManagerService.readPolicyXml', 'source_param': 'fis'}]"
724168,Method,com.android.systemui.statusbar.policy.NetworkController.MobileDataIndicators.MobileDataIndicators,packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkController.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'statusIcon qsIcon statusType qsType activityIn activityOut typeContentDescription typeContentDescriptionHtml description isWide subId roaming showTriangle-statusIcon qsIcon statusType qsType activityIn activityOut typeContentDescription typeContentDescriptionHtml description isWide subId roaming showTriangle isDefault'}","[{'type': 'Add Parameter', 'source_name': 'com.android.systemui.statusbar.policy.NetworkController.MobileDataIndicators.MobileDataIndicators', 'source_param': 'statusIcon qsIcon statusType qsType activityIn activityOut typeContentDescription typeContentDescriptionHtml description isWide subId roaming showTriangle'}]"
281801,Variable,com.android.internal.os.BatteryStatsHistory.writeToParcel.useBlobs,core/java/com/android/internal/os/BatteryStatsHistory.java,1,-1,0,{},[]
862569,Method,com.android.server.net.NetworkPolicyManagerService.writePolicyXml,services/core/java/com/android/server/net/NetworkPolicyManagerService.java,0,-1,1,{},"[{'type': 'Add Parameter', 'source_name': 'com.android.server.net.NetworkPolicyManagerService.writePolicyXml', 'source_param': 'fos'}, {'type': 'Rename Parameter', 'source_name': 'com.android.server.net.NetworkPolicyManagerService.writePolicyXml', 'source_param': 'fos'}]"
680971,Variable,com.android.systemui.navigationbar.buttons.KeyButtonView.sendEvent.applyDefaultFlags,packages/SystemUI/src/com/android/systemui/navigationbar/buttons/KeyButtonView.java,1,-1,0,{},[]
37612,Method,android.app.admin.ManagedProfileProvisioningParams.ManagedProfileProvisioningParams,core/java/android/app/admin/ManagedProfileProvisioningParams.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'profileAdminComponentName ownerName profileName accountToMigrate leaveAllSystemAppsEnabled organizationOwnedProvisioning keepAccountMigrated-profileAdminComponentName ownerName profileName accountToMigrate leaveAllSystemAppsEnabled organizationOwnedProvisioning keepAccountMigrated isUnmanagedProvisioning'}","[{'type': 'Add Parameter', 'source_name': 'android.app.admin.ManagedProfileProvisioningParams.ManagedProfileProvisioningParams', 'source_param': 'profileAdminComponentName ownerName profileName accountToMigrate leaveAllSystemAppsEnabled organizationOwnedProvisioning keepAccountMigrated'}]"
688908,Method,com.android.systemui.qs.QSTileHost.loadTileSpecs,packages/SystemUI/src/com/android/systemui/qs/QSTileHost.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'context tileList featureFlags-context tileList'}","[{'type': 'Remove Parameter', 'source_name': 'com.android.systemui.qs.QSTileHost.loadTileSpecs', 'source_param': 'context tileList featureFlags'}]"
724142,Method,com.android.systemui.statusbar.policy.NetworkController.WifiIndicators.WifiIndicators,packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkController.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'enabled statusIcon qsIcon activityIn activityOut description isTransient statusLabel-enabled statusIcon qsIcon activityIn activityOut description isTransient statusLabel isDefault'}","[{'type': 'Add Parameter', 'source_name': 'com.android.systemui.statusbar.policy.NetworkController.WifiIndicators.WifiIndicators', 'source_param': 'enabled statusIcon qsIcon activityIn activityOut description isTransient statusLabel'}]"
740713,Method,com.android.systemui.qs.QSTileHostTest.TestQSTileHost.TestQSTileHost,packages/SystemUI/tests/src/com/android/systemui/qs/QSTileHostTest.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBar qsLogger uiEventLogger userTracker secureSettings customTileStatePersister featureFlags-context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBar qsLogger uiEventLogger userTracker secureSettings customTileStatePersister'}","[{'type': 'Remove Parameter', 'source_name': 'com.android.systemui.qs.QSTileHostTest.TestQSTileHost.TestQSTileHost', 'source_param': 'context iconController defaultFactory mainHandler bgLooper pluginManager tunerService autoTiles dumpManager broadcastDispatcher statusBar qsLogger uiEventLogger userTracker secureSettings customTileStatePersister featureFlags'}]"
694746,Method,com.android.systemui.screenshot.ScreenshotController.playShutterSoundIf,packages/SystemUI/src/com/android/systemui/screenshot/ScreenshotController.java,1,-1,1,"{'method_body_modify': '-', 'param_modify': 'screenRect showFlash-'}","[{'type': 'Extract Method', 'source_name': 'com.android.systemui.screenshot.ScreenshotController.saveScreenshotAndToast', 'source_param': 'finisher'}, {'type': 'Extract Method', 'source_name': 'com.android.systemui.screenshot.ScreenshotController.startAnimation', 'source_param': 'screenRect showFlash'}]"
281813,Variable,com.android.internal.os.BatteryStatsHistory.readFromParcel.useBlobs,core/java/com/android/internal/os/BatteryStatsHistory.java,1,-1,0,{},[]
276761,Method,com.android.internal.content.om.OverlayConfig.getImmutableFrameworkOverlayIdmapInvocations,core/java/com/android/internal/content/om/OverlayConfig.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': '-packageName'}","[{'type': 'Add Parameter', 'source_name': 'com.android.internal.content.om.OverlayConfig.getImmutableFrameworkOverlayIdmapInvocations', 'source_param': ''}]"
666554,Method,com.android.keyguard.NumPadKey.updateText,packages/SystemUI/src/com/android/keyguard/NumPadKey.java,1,-1,1,"{'access_modify': 'protected-private', 'return_type_modify': 'com.android.keyguard.NumPadKey.NumPadKey-void', 'method_body_modify': '-', 'param_modify': 'context attrs defStyle contentResource-'}","[{'type': 'Extract Method', 'source_name': 'com.android.keyguard.NumPadKey.NumPadKey', 'source_param': 'context attrs defStyle contentResource'}]"
971900,Variable,com.android.server.devicepolicy.DevicePolicyManagerService.checkUnmanagedProvisioningPreCondition.packageName,services/devicepolicy/java/com/android/server/devicepolicy/DevicePolicyManagerService.java,1,-1,0,{},[]
137503,Method,android.os.BatteryUsageStats.Builder.setBatteryHistory,core/java/android/os/BatteryUsageStats.java,0,-1,1,"{'method_body_modify': '-', 'param_modify': 'historyBuffer historyTagPool-historyBuffer historyTagPool batteryStatsHistory'}","[{'type': 'Add Parameter', 'source_name': 'android.os.BatteryUsageStats.Builder.setBatteryHistory', 'source_param': 'historyBuffer historyTagPool'}]"
